open_time,direction,entry_price,sl_price,tp_price,atr,probability
2021.01.27 02:45,-1,1845.39500,1846.58014,1842.43214,1.18514,0.59144
2021.01.27 08:00,-1,1850.72500,1851.87929,1847.83929,1.15429,0.59261
2021.01.27 09:30,-1,1845.80500,1847.31857,1842.02107,1.51357,0.66034
2021.01.27 11:00,-1,1843.69500,1844.90179,1840.67804,1.20679,0.60039
2021.01.27 16:45,-1,1845.12300,1846.84721,1840.81246,1.72421,0.51299
2021.01.27 18:15,-1,1846.12600,1847.38893,1842.96868,1.26293,0.51252
2021.01.28 13:45,1,1856.91500,1854.14021,1863.85196,2.77479,0.53052
2021.02.02 13:00,-1,1844.05500,1846.56436,1837.78161,2.50936,0.55184
2021.02.02 14:30,-1,1835.50500,1838.69243,1827.53643,3.18743,0.51932
2021.02.04 01:00,-1,1832.97800,1833.76871,1831.00121,0.79071,0.57403
2021.02.04 02:45,-1,1822.96500,1824.89600,1818.13750,1.93100,0.59365
2021.02.04 08:15,-1,1821.66500,1823.55943,1816.92893,1.89443,0.72063
2021.02.04 09:45,-1,1814.23200,1816.58586,1808.34736,2.35386,0.67457
2021.02.04 11:30,-1,1811.06500,1812.42536,1807.66411,1.36036,0.64839
2021.02.04 14:00,-1,1794.92900,1798.11500,1786.96400,3.18600,0.55794
2021.02.04 17:00,1,1789.72500,1787.80093,1794.53518,1.92407,0.51288
2021.02.08 08:30,1,1810.11500,1808.69143,1813.67393,1.42357,0.57625
2021.02.08 10:00,1,1812.90800,1811.59893,1816.18068,1.30907,0.60464
2021.02.08 11:45,1,1825.17300,1823.71629,1828.81479,1.45671,0.58842
2021.02.09 02:15,1,1840.12800,1838.95921,1843.04996,1.16879,0.59364
2021.02.09 05:15,1,1840.93500,1840.05343,1843.13893,0.88157,0.51556
2021.02.09 06:45,1,1840.04800,1839.01821,1842.62246,1.02979,0.58175
2021.02.11 04:30,1,1836.52000,1835.67893,1838.62268,0.84107,0.54667
2021.02.11 06:00,1,1836.92500,1836.17993,1838.78768,0.74507,0.56390
2021.02.11 07:45,1,1843.03500,1841.47721,1846.92946,1.55779,0.52087
2021.02.11 16:15,-1,1837.10500,1838.83743,1832.77393,1.73243,0.56257
2021.02.11 19:00,-1,1824.12500,1825.66400,1820.27750,1.53900,0.54084
2021.02.12 05:00,-1,1822.14500,1822.76836,1820.58661,0.62336,0.56697
2021.02.12 07:45,-1,1817.28500,1818.50707,1814.22982,1.22207,0.52747
2021.02.12 16:00,-1,1826.62300,1829.51286,1819.39836,2.88986,0.50555
2021.02.12 19:00,-1,1820.85500,1822.01336,1817.95911,1.15836,0.50039
2021.02.15 04:00,-1,1824.77500,1825.39929,1823.21429,0.62429,0.52083
2021.02.15 05:30,-1,1823.95800,1824.69679,1822.11104,0.73879,0.58486
2021.02.15 07:45,-1,1816.99500,1818.17621,1814.04196,1.18121,0.53500
2021.02.16 02:15,1,1824.86500,1823.78600,1827.56250,1.07900,0.54472
2021.02.16 13:15,-1,1806.64500,1809.33421,1799.92196,2.68921,0.50255
2021.02.16 18:30,-1,1797.32800,1798.92107,1793.34532,1.59307,0.50665
2021.02.17 13:15,-1,1778.18500,1780.05250,1773.51625,1.86750,0.63232
2021.02.17 14:45,-1,1781.48500,1785.17543,1772.25893,3.69043,0.53810
2021.02.19 01:45,-1,1767.08500,1769.85250,1760.16625,2.76750,0.55647
2021.02.22 04:30,1,1783.73500,1782.64357,1786.46357,1.09143,0.56549
2021.02.22 06:30,1,1792.21500,1790.58493,1796.29018,1.63007,0.60787
2021.02.22 09:30,1,1796.16600,1794.53293,1800.24868,1.63307,0.59111
2021.02.22 11:00,1,1797.74500,1796.54764,1800.73839,1.19736,0.52859
2021.02.23 02:00,1,1812.57500,1810.82721,1816.94446,1.74779,0.62973
2021.02.24 13:00,-1,1804.06500,1805.39286,1800.74536,1.32786,0.60669
2021.02.24 15:30,-1,1790.22500,1793.83493,1781.20018,3.60993,0.52461
2021.02.25 01:00,-1,1801.00500,1802.05579,1798.37804,1.05079,0.54401
2021.02.25 02:30,-1,1797.85800,1799.24993,1794.37818,1.39193,0.61526
2021.02.26 04:00,-1,1770.94500,1771.96886,1768.38536,1.02386,0.65909
2021.02.26 06:15,-1,1761.59100,1764.54543,1754.20493,2.95443,0.62106
2021.02.26 07:45,-1,1759.36500,1761.81857,1753.23107,2.45357,0.66182
