time,open,high,low,close,tick_volume,spread,real_volume
2021-12-14 17:00:00,1773.469,1773.966,1773.461,1773.921,758,200,0
2021-12-14 17:15:00,1773.913,1774.331,1772.372,1772.756,796,200,0
2021-12-14 17:30:00,1772.787,1773.015,1772.398,1772.451,634,200,0
2021-12-14 17:45:00,1772.442,1772.98,1772.021,1772.464,747,200,0
2021-12-14 18:00:00,1772.434,1772.57,1771.545,1771.545,679,200,0
2021-12-14 18:15:00,1771.533,1773.103,1771.533,1772.352,985,200,0
2021-12-14 18:30:00,1772.382,1772.843,1771.71,1771.882,623,200,0
2021-12-14 18:45:00,1771.852,1772.016,1771.047,1771.32,510,200,0
2021-12-14 19:00:00,1771.287,1772.004,1770.964,1771.743,622,200,0
2021-12-14 19:15:00,1771.732,1773.073,1771.618,1773.073,641,200,0
2021-12-14 19:30:00,1773.076,1773.127,1772.312,1772.779,628,200,0
2021-12-14 19:45:00,1772.78,1773.104,1772.071,1772.208,579,200,0
2021-12-14 20:00:00,1772.239,1772.582,1771.656,1771.778,609,200,0
2021-12-14 20:15:00,1771.765,1771.969,1770.929,1771.511,652,200,0
2021-12-14 20:30:00,1771.481,1771.793,1770.775,1770.775,623,200,0
2021-12-14 20:45:00,1770.778,1771.205,1770.263,1770.962,749,200,0
2021-12-14 21:00:00,1770.992,1771.288,1770.957,1771.075,379,200,0
2021-12-14 21:15:00,1771.083,1771.274,1770.935,1771.073,212,200,0
2021-12-14 21:30:00,1771.041,1771.081,1770.813,1771.052,234,200,0
2021-12-14 21:45:00,1771.035,1771.084,1770.327,1770.589,429,200,0
2021-12-14 23:00:00,1771.209,1771.785,1771.209,1771.775,229,200,0
2021-12-14 23:15:00,1771.751,1772.256,1771.682,1772.029,261,200,0
2021-12-14 23:30:00,1772.031,1772.879,1771.869,1772.391,397,200,0
2021-12-14 23:45:00,1772.357,1772.775,1772.174,1772.485,378,200,0
2021-12-15 00:00:00,1772.515,1772.966,1772.333,1772.895,401,200,0
2021-12-15 00:15:00,1772.919,1772.999,1772.424,1772.683,281,200,0
2021-12-15 00:30:00,1772.69,1773.278,1772.625,1773.055,356,200,0
2021-12-15 00:45:00,1773.057,1773.861,1772.966,1773.064,542,200,0
2021-12-15 01:00:00,1773.029,1773.351,1771.708,1772.445,974,200,0
2021-12-15 01:15:00,1772.415,1772.489,1771.146,1771.479,760,200,0
2021-12-15 01:30:00,1771.481,1772.979,1771.174,1772.976,639,200,0
2021-12-15 01:45:00,1772.978,1773.174,1772.377,1772.676,609,200,0
2021-12-15 02:00:00,1772.65,1772.963,1772.059,1772.059,666,200,0
2021-12-15 02:15:00,1772.027,1772.757,1771.623,1772.222,680,200,0
2021-12-15 02:30:00,1772.221,1772.711,1771.973,1772.14,557,200,0
2021-12-15 02:45:00,1772.17,1772.77,1772.111,1772.291,503,200,0
2021-12-15 03:00:00,1772.287,1772.287,1770.841,1771.57,600,200,0
2021-12-15 03:15:00,1771.588,1771.623,1769.482,1769.57,658,200,0
2021-12-15 03:30:00,1769.555,1770.41,1769.555,1769.965,355,200,0
2021-12-15 03:45:00,1769.974,1770.392,1769.776,1769.968,388,200,0
2021-12-15 04:00:00,1770.0,1770.635,1769.919,1770.08,430,200,0
2021-12-15 04:15:00,1770.069,1770.746,1770.069,1770.518,298,200,0
2021-12-15 04:30:00,1770.525,1770.943,1770.498,1770.86,277,200,0
2021-12-15 04:45:00,1770.858,1771.162,1770.559,1770.675,247,200,0
2021-12-15 05:00:00,1770.653,1770.732,1769.734,1770.229,387,200,0
2021-12-15 05:15:00,1770.231,1770.603,1768.549,1769.609,514,200,0
2021-12-15 05:30:00,1769.577,1769.831,1768.005,1769.072,910,200,0
2021-12-15 05:45:00,1769.102,1770.543,1769.015,1769.269,616,200,0
2021-12-15 06:00:00,1769.255,1770.096,1769.029,1769.62,627,200,0
2021-12-15 06:15:00,1769.588,1769.766,1768.583,1768.83,621,200,0
2021-12-15 06:30:00,1768.827,1769.576,1768.749,1769.331,613,200,0
2021-12-15 06:45:00,1769.33,1769.927,1767.262,1768.391,933,200,0
2021-12-15 07:00:00,1768.421,1769.12,1767.252,1767.918,876,200,0
2021-12-15 07:15:00,1767.919,1768.547,1766.509,1768.079,832,200,0
2021-12-15 07:30:00,1768.056,1768.307,1767.399,1767.96,676,200,0
2021-12-15 07:45:00,1767.965,1768.308,1767.313,1767.957,638,200,0
2021-12-15 08:00:00,1767.926,1769.685,1767.376,1768.74,1125,200,0
2021-12-15 08:15:00,1768.708,1769.815,1768.501,1769.564,759,200,0
2021-12-15 08:30:00,1769.554,1769.721,1769.058,1769.203,662,200,0
2021-12-15 08:45:00,1769.195,1769.488,1767.826,1768.403,770,200,0
2021-12-15 09:00:00,1768.42,1769.476,1768.333,1769.405,722,200,0
2021-12-15 09:15:00,1769.414,1771.057,1769.104,1770.447,818,200,0
2021-12-15 09:30:00,1770.478,1770.811,1770.049,1770.656,602,200,0
2021-12-15 09:45:00,1770.664,1771.334,1769.475,1769.481,605,200,0
2021-12-15 10:00:00,1769.512,1769.887,1769.137,1769.346,511,200,0
2021-12-15 10:15:00,1769.328,1769.478,1767.802,1768.0,504,200,0
2021-12-15 10:30:00,1768.02,1769.629,1768.02,1768.8,572,200,0
2021-12-15 10:45:00,1768.783,1768.826,1767.863,1768.17,525,200,0
2021-12-15 11:00:00,1768.182,1768.874,1767.653,1768.554,587,200,0
2021-12-15 11:15:00,1768.569,1768.632,1767.839,1768.382,525,200,0
2021-12-15 11:30:00,1768.387,1769.332,1768.294,1769.127,468,200,0
2021-12-15 11:45:00,1769.096,1769.889,1768.218,1769.713,574,200,0
2021-12-15 12:00:00,1769.724,1770.83,1769.288,1770.064,695,200,0
2021-12-15 12:15:00,1770.083,1771.322,1769.723,1770.92,661,200,0
2021-12-15 12:30:00,1770.9,1771.104,1769.045,1769.984,759,200,0
2021-12-15 12:45:00,1769.975,1771.952,1769.435,1771.645,1083,200,0
2021-12-15 13:00:00,1771.609,1771.84,1769.422,1769.963,1279,200,0
2021-12-15 13:15:00,1769.975,1771.581,1769.467,1771.542,1232,200,0
2021-12-15 13:30:00,1771.581,1773.556,1769.624,1769.644,2436,200,0
2021-12-15 13:45:00,1769.613,1772.174,1769.521,1772.174,1244,200,0
2021-12-15 14:00:00,1772.142,1772.46,1769.56,1770.023,1246,200,0
2021-12-15 14:15:00,1770.054,1771.098,1768.881,1768.994,1123,200,0
2021-12-15 14:30:00,1768.964,1769.6,1763.888,1767.079,3195,200,0
2021-12-15 14:45:00,1767.11,1770.333,1765.363,1769.708,2105,200,0
2021-12-15 15:00:00,1769.74,1770.297,1768.083,1769.126,1627,200,0
2021-12-15 15:15:00,1769.139,1769.442,1767.612,1768.392,1055,200,0
2021-12-15 15:30:00,1768.422,1769.564,1764.146,1766.787,1398,200,0
2021-12-15 15:45:00,1766.806,1766.935,1765.178,1766.083,1381,200,0
2021-12-15 16:00:00,1766.079,1767.639,1765.713,1767.639,1099,200,0
2021-12-15 16:15:00,1767.669,1768.043,1766.471,1766.728,1015,200,0
2021-12-15 16:30:00,1766.76,1767.558,1766.116,1767.347,835,200,0
2021-12-15 16:45:00,1767.345,1768.269,1766.994,1767.85,761,200,0
2021-12-15 17:00:00,1767.819,1767.819,1766.385,1766.813,864,200,0
2021-12-15 17:15:00,1766.79,1767.364,1766.26,1766.737,736,200,0
2021-12-15 17:30:00,1766.767,1767.437,1766.507,1766.812,642,200,0
2021-12-15 17:45:00,1766.827,1766.887,1765.459,1765.631,733,200,0
2021-12-15 18:00:00,1765.65,1766.087,1764.909,1765.101,763,200,0
2021-12-15 18:15:00,1765.099,1765.799,1763.461,1763.768,1236,200,0
2021-12-15 18:30:00,1763.734,1764.311,1762.185,1762.185,1108,200,0
2021-12-15 18:45:00,1762.153,1763.035,1759.981,1761.26,1391,200,0
2021-12-15 19:00:00,1761.22,1766.713,1753.053,1766.165,12825,200,0
2021-12-15 19:15:00,1766.134,1766.261,1761.449,1762.736,3106,200,0
2021-12-15 19:30:00,1762.767,1768.139,1758.69,1764.51,5496,200,0
2021-12-15 19:45:00,1764.542,1770.633,1763.911,1769.619,4490,200,0
2021-12-15 20:00:00,1769.586,1776.178,1768.423,1774.567,4143,200,0
2021-12-15 20:15:00,1774.598,1778.771,1774.023,1778.644,2842,200,0
2021-12-15 20:30:00,1778.678,1780.841,1777.161,1777.665,2256,200,0
2021-12-15 20:45:00,1777.662,1779.554,1775.903,1777.914,1707,200,0
2021-12-15 21:00:00,1777.954,1778.947,1776.662,1777.375,959,200,0
2021-12-15 21:15:00,1777.383,1778.353,1777.257,1777.709,564,200,0
2021-12-15 21:30:00,1777.74,1778.156,1776.802,1777.291,586,200,0
2021-12-15 21:45:00,1777.302,1777.484,1776.846,1777.05,477,200,0
2021-12-15 23:00:00,1778.209,1779.379,1777.763,1779.379,586,200,0
2021-12-15 23:15:00,1779.41,1779.81,1778.854,1779.81,458,200,0
2021-12-15 23:30:00,1779.833,1781.409,1779.779,1780.818,662,200,0
2021-12-15 23:45:00,1780.805,1780.805,1778.992,1779.528,577,200,0
2021-12-16 00:00:00,1779.56,1780.329,1778.129,1778.502,729,200,0
2021-12-16 00:15:00,1778.504,1779.229,1778.084,1778.493,607,200,0
2021-12-16 00:30:00,1778.524,1778.693,1777.268,1777.673,822,200,0
2021-12-16 00:45:00,1777.693,1778.217,1777.38,1777.856,611,200,0
2021-12-16 01:00:00,1777.889,1777.96,1775.504,1777.182,1746,200,0
2021-12-16 01:15:00,1777.214,1780.746,1776.791,1780.746,1106,200,0
2021-12-16 01:30:00,1780.778,1781.525,1780.084,1781.31,1179,200,0
2021-12-16 01:45:00,1781.335,1782.529,1781.034,1782.529,904,200,0
2021-12-16 02:00:00,1782.564,1783.908,1782.317,1783.856,893,200,0
2021-12-16 02:15:00,1783.854,1784.165,1782.142,1782.261,613,200,0
2021-12-16 02:30:00,1782.291,1783.292,1781.962,1783.277,593,200,0
2021-12-16 02:45:00,1783.246,1783.246,1781.729,1782.447,682,200,0
2021-12-16 03:00:00,1782.419,1782.882,1781.726,1782.737,747,200,0
2021-12-16 03:15:00,1782.736,1783.154,1782.151,1782.516,610,200,0
2021-12-16 03:30:00,1782.54,1782.886,1781.911,1781.972,452,200,0
2021-12-16 03:45:00,1781.971,1782.022,1781.335,1781.419,381,200,0
2021-12-16 04:00:00,1781.4,1781.701,1781.357,1781.685,346,200,0
2021-12-16 04:15:00,1781.683,1782.1,1781.39,1781.683,350,200,0
2021-12-16 04:30:00,1781.682,1782.587,1781.55,1782.054,426,200,0
2021-12-16 04:45:00,1782.05,1782.875,1781.799,1781.94,590,200,0
2021-12-16 05:00:00,1781.96,1782.023,1781.109,1781.591,519,200,0
2021-12-16 05:15:00,1781.617,1781.617,1780.94,1781.322,379,200,0
2021-12-16 05:30:00,1781.345,1782.75,1781.345,1782.515,681,200,0
2021-12-16 05:45:00,1782.541,1783.621,1782.539,1783.585,559,200,0
2021-12-16 06:00:00,1783.573,1784.145,1783.478,1784.033,630,200,0
2021-12-16 06:15:00,1784.032,1784.936,1783.666,1784.928,774,200,0
2021-12-16 06:30:00,1784.924,1784.977,1783.572,1784.161,648,200,0
2021-12-16 06:45:00,1784.143,1784.834,1783.895,1784.794,561,200,0
2021-12-16 07:00:00,1784.801,1786.042,1783.876,1785.18,1251,200,0
2021-12-16 07:15:00,1785.149,1786.179,1784.415,1785.494,1111,200,0
2021-12-16 07:30:00,1785.464,1786.005,1784.689,1784.798,776,200,0
2021-12-16 07:45:00,1784.8,1785.807,1784.212,1784.964,716,200,0
2021-12-16 08:00:00,1784.934,1786.254,1784.665,1785.158,919,200,0
2021-12-16 08:15:00,1785.19,1786.51,1784.908,1785.355,853,200,0
2021-12-16 08:30:00,1785.318,1786.532,1785.265,1785.728,900,200,0
2021-12-16 08:45:00,1785.727,1786.923,1785.727,1786.64,847,200,0
2021-12-16 09:00:00,1786.67,1787.019,1784.801,1784.832,867,200,0
2021-12-16 09:15:00,1784.824,1785.722,1784.678,1785.379,736,200,0
2021-12-16 09:30:00,1785.394,1786.245,1785.269,1785.653,617,200,0
2021-12-16 09:45:00,1785.617,1786.504,1785.49,1785.516,676,200,0
2021-12-16 10:00:00,1785.486,1786.345,1785.314,1786.159,561,200,0
2021-12-16 10:15:00,1786.158,1787.222,1786.116,1786.965,598,200,0
2021-12-16 10:30:00,1786.953,1786.953,1785.51,1786.521,767,200,0
2021-12-16 10:45:00,1786.526,1786.868,1785.844,1786.606,572,200,0
2021-12-16 11:00:00,1786.582,1788.123,1786.057,1788.012,617,200,0
2021-12-16 11:15:00,1788.019,1788.282,1787.088,1787.452,634,200,0
2021-12-16 11:30:00,1787.453,1787.453,1785.937,1786.691,592,200,0
2021-12-16 11:45:00,1786.658,1787.432,1785.862,1787.273,622,200,0
2021-12-16 12:00:00,1787.232,1787.45,1784.168,1784.19,1720,200,0
2021-12-16 12:15:00,1784.197,1784.63,1782.164,1782.921,1154,200,0
2021-12-16 12:30:00,1782.903,1784.474,1782.511,1783.989,1082,200,0
2021-12-16 12:45:00,1783.984,1784.072,1782.521,1784.026,1433,200,0
2021-12-16 13:00:00,1783.995,1789.407,1783.315,1788.895,1801,200,0
2021-12-16 13:15:00,1788.915,1789.994,1786.75,1788.386,1427,200,0
2021-12-16 13:30:00,1788.423,1789.511,1786.055,1786.364,1904,200,0
2021-12-16 13:45:00,1786.362,1789.414,1785.68,1789.013,1846,200,0
2021-12-16 14:00:00,1788.981,1790.978,1787.942,1790.382,2137,200,0
2021-12-16 14:15:00,1790.415,1790.478,1787.135,1787.175,1648,200,0
2021-12-16 14:30:00,1787.144,1792.806,1786.964,1790.625,2682,200,0
2021-12-16 14:45:00,1790.656,1795.057,1789.126,1794.029,3075,200,0
2021-12-16 15:00:00,1794.06,1797.029,1793.199,1796.495,2724,200,0
2021-12-16 15:15:00,1796.527,1798.089,1795.34,1796.717,1855,200,0
2021-12-16 15:30:00,1796.731,1797.528,1795.186,1797.31,1533,200,0
2021-12-16 15:45:00,1797.303,1798.001,1796.467,1797.302,1306,200,0
2021-12-16 16:00:00,1797.333,1797.695,1795.437,1796.914,1215,200,0
2021-12-16 16:15:00,1796.883,1797.668,1795.39,1797.668,1104,200,0
2021-12-16 16:30:00,1797.638,1798.291,1797.467,1798.245,908,200,0
2021-12-16 16:45:00,1798.255,1798.789,1797.767,1798.657,884,200,0
2021-12-16 17:00:00,1798.626,1799.014,1797.018,1797.678,968,200,0
2021-12-16 17:15:00,1797.682,1797.725,1796.873,1797.09,769,200,0
2021-12-16 17:30:00,1797.122,1797.694,1796.39,1796.789,773,200,0
2021-12-16 17:45:00,1796.755,1797.547,1796.542,1797.2,675,200,0
2021-12-16 18:00:00,1797.221,1798.084,1796.762,1798.002,752,200,0
2021-12-16 18:15:00,1797.989,1798.126,1796.559,1796.559,968,200,0
2021-12-16 18:30:00,1796.591,1796.729,1795.464,1795.755,677,200,0
2021-12-16 18:45:00,1795.769,1796.319,1795.178,1796.208,664,200,0
2021-12-16 19:00:00,1796.211,1796.403,1794.996,1795.192,619,200,0
2021-12-16 19:15:00,1795.224,1795.737,1794.949,1795.591,634,200,0
2021-12-16 19:30:00,1795.579,1796.507,1795.493,1796.05,610,200,0
2021-12-16 19:45:00,1796.058,1797.184,1795.687,1796.974,822,200,0
2021-12-16 20:00:00,1796.944,1798.202,1796.815,1797.83,805,200,0
2021-12-16 20:15:00,1797.824,1797.843,1797.055,1797.144,700,200,0
2021-12-16 20:30:00,1797.159,1798.327,1797.139,1797.319,696,200,0
2021-12-16 20:45:00,1797.303,1799.396,1797.244,1798.973,942,200,0
2021-12-16 21:00:00,1798.943,1798.943,1797.874,1798.808,579,200,0
2021-12-16 21:15:00,1798.796,1798.856,1798.399,1798.424,403,200,0
2021-12-16 21:30:00,1798.422,1798.768,1798.422,1798.618,355,200,0
2021-12-16 21:45:00,1798.611,1799.621,1798.577,1799.15,460,200,0
2021-12-16 23:00:00,1799.05,1799.05,1798.398,1798.552,371,200,0
2021-12-16 23:15:00,1798.583,1798.808,1798.412,1798.517,329,200,0
2021-12-16 23:30:00,1798.548,1798.837,1798.006,1798.746,408,200,0
2021-12-16 23:45:00,1798.733,1799.544,1798.506,1798.738,595,200,0
2021-12-17 00:00:00,1798.77,1799.31,1798.546,1798.964,488,200,0
2021-12-17 00:15:00,1798.963,1799.429,1798.52,1798.674,358,200,0
2021-12-17 00:30:00,1798.673,1798.926,1797.791,1797.905,468,200,0
2021-12-17 00:45:00,1797.902,1798.171,1797.237,1797.879,553,200,0
2021-12-17 01:00:00,1797.883,1798.457,1797.436,1798.056,897,200,0
2021-12-17 01:15:00,1798.054,1800.154,1797.891,1798.725,969,200,0
2021-12-17 01:30:00,1798.694,1800.77,1798.513,1800.627,788,200,0
2021-12-17 01:45:00,1800.604,1802.645,1800.604,1802.232,844,200,0
2021-12-17 02:00:00,1802.249,1803.102,1801.789,1802.661,770,200,0
2021-12-17 02:15:00,1802.644,1803.288,1801.735,1802.545,638,200,0
2021-12-17 02:30:00,1802.544,1804.28,1802.445,1804.059,694,200,0
2021-12-17 02:45:00,1804.053,1804.053,1801.4,1802.353,948,200,0
2021-12-17 03:00:00,1802.345,1803.061,1801.517,1802.103,994,200,0
2021-12-17 03:15:00,1802.092,1803.398,1801.619,1803.185,875,200,0
2021-12-17 03:30:00,1803.216,1803.222,1802.255,1802.348,533,200,0
2021-12-17 03:45:00,1802.347,1803.344,1801.98,1803.079,575,200,0
