fold,test_start,test_end,signals,deposit,risk_pct,max_positions,max_daily_loss_pct,max_risk_pct,max_exposure_pct,max_dd_kill_pct,max_peak_dd_kill_pct,target_balance_stop,min_entry_drift_r,max_entry_drift_r,trailing_enabled,breakeven_rr,trail_activation_rr,trail_atr_multiple,max_hold_bars,model,final_balance,net_pct,max_dd_pct,trades,tp_hits,sl_hits,win_rate_pct,loaded_signals,report,log,tester_log,report_fold,note
128,2021-11-01 07:00:00,2021-12-01 07:00:00,27,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1411.64,17.64,0,52,10,16,38.5,27,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205657.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_128.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_128_tester.log,128,
129,2021-12-01 07:00:00,2021-12-31 07:00:00,44,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2516.95,109.75,0,82,23,18,56.1,44,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205716.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_129.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_129_tester.log,129,
130,2021-12-31 07:00:00,2022-01-30 07:00:00,41,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1878.15,56.51,0,78,18,21,46.2,41,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205736.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_130.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_130_tester.log,130,
131,2022-01-30 07:00:00,2022-03-01 07:00:00,36,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2160.0,80.0,0,70,19,16,54.3,36,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205755.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_131.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_131_tester.log,131,
132,2022-03-01 07:00:00,2022-03-31 07:00:00,37,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2053.27,71.11,0,74,19,18,51.4,37,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205814.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_132.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_132_tester.log,132,
133,2022-03-31 07:00:00,2022-04-30 07:00:00,37,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2799.21,133.27,0,72,23,13,63.9,37,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205834.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_133.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_133_tester.log,133,
134,2022-04-30 07:00:00,2022-05-30 07:00:00,35,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2102.5,75.21,0,66,18,15,54.5,35,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205854.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_134.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_134_tester.log,134,
135,2022-05-30 07:00:00,2022-06-29 07:00:00,36,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1840.21,53.35,0,66,16,17,48.5,36,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205913.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_135.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_135_tester.log,135,
136,2022-06-29 07:00:00,2022-07-29 07:00:00,54,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,4171.11,247.59,0,94,32,15,68.1,54,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205933.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_136.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_136_tester.log,136,
137,2022-07-29 07:00:00,2022-08-28 07:00:00,45,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2378.22,98.18,0,88,23,21,52.3,45,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_205952.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_137.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_137_tester.log,137,
138,2022-08-28 07:00:00,2022-09-27 07:00:00,56,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,3133.57,161.13,0,108,30,24,55.6,56,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210012.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_138.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_138_tester.log,138,
139,2022-09-27 07:00:00,2022-10-27 07:00:00,50,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2029.96,69.16,0,90,21,24,46.7,50,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210031.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_139.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_139_tester.log,139,
140,2022-10-27 07:00:00,2022-11-26 07:00:00,61,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2638.61,119.88,0,118,30,29,50.8,61,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210051.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_140.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_140_tester.log,140,
141,2022-11-26 07:00:00,2022-12-26 07:00:00,39,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2781.94,131.83,0,72,23,13,63.9,39,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210110.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_141.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_141_tester.log,141,
142,2022-12-26 07:00:00,2023-01-25 07:00:00,48,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2264.18,88.68,0,86,22,21,51.2,48,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210130.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_142.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_142_tester.log,142,
143,2023-01-25 07:00:00,2023-02-24 07:00:00,43,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2096.35,74.7,0,74,19,18,51.4,43,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210149.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_143.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_143_tester.log,143,
144,2023-02-24 07:00:00,2023-03-26 07:00:00,61,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,3983.42,231.95,0,104,33,19,63.5,61,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210209.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_144.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_144_tester.log,144,
145,2023-03-26 07:00:00,2023-04-25 07:00:00,40,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1992.51,66.04,0,70,18,17,51.4,40,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210228.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_145.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_145_tester.log,145,
146,2023-04-25 07:00:00,2023-05-25 07:00:00,45,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2565.53,113.79,0,88,24,20,54.5,45,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210248.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_146.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_146_tester.log,146,
147,2023-05-25 07:00:00,2023-06-24 07:00:00,40,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1624.74,35.39,0,78,16,23,41.0,40,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210307.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_147.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_147_tester.log,147,
148,2023-06-24 07:00:00,2023-07-24 07:00:00,42,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1655.92,37.99,0,76,16,22,42.1,42,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210327.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_148.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_148_tester.log,148,
149,2023-07-24 07:00:00,2023-08-23 07:00:00,43,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1899.97,58.33,0,84,19,23,45.2,43,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210346.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_149.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_149_tester.log,149,
150,2023-08-23 07:00:00,2023-09-22 07:00:00,51,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2599.86,116.66,0,100,26,24,52.0,51,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210405.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_150.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_150_tester.log,150,
151,2023-09-22 07:00:00,2023-10-22 07:00:00,40,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2134.98,77.92,0,78,20,19,51.3,40,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210425.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_151.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_151_tester.log,151,
152,2023-10-22 07:00:00,2023-11-21 07:00:00,42,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1910.99,59.25,0,76,18,20,47.4,42,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210444.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_152.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_152_tester.log,152,
153,2023-11-21 07:00:00,2023-12-21 07:00:00,27,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1821.4,51.78,0,46,13,10,56.5,27,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210504.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_153.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_153_tester.log,153,
154,2023-12-21 07:00:00,2024-01-20 07:00:00,32,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1865.98,55.5,0,58,15,14,51.7,32,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210523.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_154.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_154_tester.log,154,
155,2024-01-20 07:00:00,2024-02-19 07:00:00,35,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1585.35,32.11,0,68,14,20,41.2,35,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210543.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_155.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_155_tester.log,155,
156,2024-02-19 07:00:00,2024-03-20 07:00:00,44,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,1854.45,54.54,0,86,19,24,44.2,44,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210603.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_156.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_156_tester.log,156,
157,2024-03-20 07:00:00,2024-04-19 07:00:00,26,1200,2,1,100,2,2,100,0,0,-999,999,0,0,0,0,0,0,2250.7,87.56,0,52,17,9,65.4,26,C:\Users\doanbacremote\tradingview-mcp\MT5Reports\Report_AISignal_20260523_210622.html,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\logs\fold_157.log,F:\Trading_BOT_AUTO\Trade-Indicator\outputs\monthly180_aggressive_highdd_sweep_20260520\risk_05_10_best_shape\best_mt5\tester_logs\fold_157_tester.log,157,
